,totalid
"332049,7391904",5.0
"332049,7393969",3.0
"332049,7394707",3.0
"332050,7389301",2.0
"332051,7392247",2.0
"332051,7396055",23.0
"332051,7397273",3.0
"332052,7392406",2.0
"332053,7391895",5.0
"332053,7396936",6.0
"332054,7389318",6.0
"332054,7390311",4.0
"332054,7393041",60.0
"332054,7395219",3.0
"332055,7385954",3.0
"332056,7380296",2.0
"332057,7380314",3.0
"332057,7389324",8.0
"332057,7395000",2.0
"332057,7397548",4.0
"332057,7404619",1.0
"332058,7394429",4.0
"332059,7391459",1.0
"332059,7393885",2.0
"332059,7395002",2.0
"332059,7395702",2.0
"332060,7385712",1.0
"332060,7388814",4.0
"332060,7397739",2.0
"332060,7405452",27.0
"332061,7383373",2.0
"332062,7389469",6.0
"332062,7393273",4.0
"332062,7395541",2.0
"332062,7395723",1.0
"332062,7397754",6.0
"332063,7393087",2.0
"332064,7385729",1.0
"332064,7386629",3.0
"332064,7392172",3.0
"332064,7393466",5.0
"332064,7394567",2.0
"332064,7395254",4.0
"332065,7380610",9.0
"332065,7390632",1.0
"332065,7392430",1.0
"332065,7393836",2.0
"332065,7393842",1.0
"332065,7395031",2.0
"332065,7395547",2.0
"332066,7395402",6.0
"332067,7381761",9.0
"332067,7405021",4.0
"332068,7385551",3.0
"332068,7390672",1.0
"332068,7393188",1.0
"332068,7393496",2.0
"332069,7392759",3.0
"332069,7395820",1.0
"332070,7385549",1.0
"332070,7392384",2.0
"332070,7395731",3.0
"332070,7397188",6.0
"332071,7385547",1.0
"332072,7392157",4.0
"332072,7392206",1.0
"332072,7394885",1.0
"332073,7391067",1.0
"332073,7392176",2.0
"332074,7386007",3.0
"332074,7390683",1.0
"332074,7392775",6.0
"332075,7385568",2.0
"332075,7392391",2.0
"332075,7396528",2.0
"332075,7400204",1.0
"332076,7392225",2.0
"332076,7392570",1.0
"332077,7392158",2.0
"332077,7392421",2.0
"332077,7393968",1.0
"332077,7394756",6.0
"332077,7395019",2.0
"332077,7395326",1.0
"332079,7389470",12.0
"332079,7394335",10.0
"332080,7380137",7.0
"332080,7392812",2.0
"332080,7393784",2.0
"332081,7388934",3.0
"332081,7393034",2.0
"332081,7393775",3.0
"332082,7386615",8.0
"332083,7390888",4.0
"332083,7391909",4.0
"332083,7402371",3.0
"332084,7389612",5.0
"332084,7392787",16.0
"332084,7393948",2.0
"332084,7397761",3.0
"332085,7389447",12.0
"332085,7392403",2.0
"332085,7397089",2.0
"332086,7390716",5.0
"332086,7392413",7.0
"332086,7397315",5.0
"332086,7398037",15.0
"332086,7405015",8.0
"332087,7384988",2.0
"332087,7389748",1.0
"332087,7391749",4.0
"332087,7391761",2.0
"332087,7395309",2.0
"332088,7395150",2.0
"332088,7395501",4.0
"332089,7385288",11.0
"332089,7389748",2.0
"332090,7382594",8.0
"332090,7389296",4.0
"332091,7390869",11.0
"332091,7393891",2.0
"332091,7393927",3.0
"332091,7394943",2.0
"332091,7395639",2.0
"332092,7384991",2.0
"332092,7390109",1.0
"332092,7390715",1.0
"332092,7394921",4.0
"332092,7394923",1.0
"332092,7395210",5.0
"332092,7395773",2.0
"332092,7405129",8.0
"332093,7392166",1.0
"332093,7394927",1.0
"332093,7395696",1.0
"332094,7394932",1.0
"332095,7392834",4.0
"332096,7387768",8.0
"332097,7391336",10.0
"332097,7392176",2.0
"332097,7396894",1.0
"332098,7389295",2.0
"332098,7391935",2.0
"332098,7396337",6.0
"332099,7384343",4.0
"332099,7390588",4.0
"332099,7391358",1.0
"332099,7394626",2.0
"332099,7394942",1.0
"332100,7391936",2.0
"332101,7379924",2.0
"332101,7389590",4.0
"332101,7392780",2.0
"332101,7396129",4.0
"332102,7386021",3.0
"332102,7393249",11.0
"332102,7404847",6.0
"332103,7388795",1.0
"332103,7389729",1.0
"332103,7396307",2.0
"332104,7389158",8.0
"332104,7395046",2.0
"332105,7389727",6.0
"332105,7391796",2.0
"332105,7391938",2.0
"332105,7395014",2.0
"332106,7390075",4.0
"332106,7396722",7.0
"332107,7394940",3.0
"332107,7395048",2.0
"332108,7386408",1.0
"332108,7389164",1.0
"332109,7381208",3.0
"332109,7388953",3.0
"332109,7390193",13.0
"332109,7395055",1.0
"332110,7392148",1.0
"332110,7393099",2.0
"332110,7400704",1.0
"332111,7390019",2.0
"332111,7392789",2.0
"332111,7395925",2.0
"332111,7396716",2.0
"332112,7389070",4.0
"332112,7391363",1.0
"332112,7404836",1.0
"332112,7405154",9.0
"332113,7386995",2.0
"332113,7394628",2.0
"332114,7385838",2.0
"332114,7389464",6.0
"332115,7395046",1.0
"332116,7380720",2.0
"332116,7381437",1.0
"332116,7393675",2.0
"332117,7388954",2.0
"332117,7391107",5.0
"332117,7392133",2.0
"332117,7395756",2.0
"332118,7390884",7.0
"332118,7391480",4.0
"332118,7395093",2.0
"332119,7399796",2.0
"332120,7388512",2.0
"332120,7395033",2.0
"332120,7395228",11.0
"332122,7397635",2.0
"332123,7386393",1.0
"332123,7391050",4.0
"332123,7392939",4.0
"332123,7402142",6.0
"332124,7393246",2.0
"332125,7391636",2.0
"332125,7392303",1.0
"332126,7395326",2.0
"332127,7393008",2.0
"332127,7404841",3.0
"332128,7392840",1.0
"332128,7396679",2.0
"332130,7389248",1.0
"332130,7390889",2.0
"332130,7391335",6.0
"332130,7392997",4.0
"332130,7395417",10.0
"332130,7403113",2.0
"332131,7390505",2.0
"332131,7391261",6.0
"332131,7392993",12.0
"332131,7392996",2.0
"332132,7388795",8.0
"332133,7392098",2.0
"332133,7397787",2.0
"332134,7389311",2.0
"332134,7392535",7.0
"332134,7399774",2.0
"332135,7386025",3.0
"332135,7394898",1.0
"332135,7413708",2.0
"332136,7394325",2.0
"332136,7400092",4.0
"332137,7395175",4.0
"332138,7380528",3.0
"332138,7392852",1.0
"332138,7393291",1.0
"332138,7395177",1.0
"332138,7395957",1.0
"332138,7396498",2.0
"332140,7386743",2.0
"332140,7389465",2.0
"332140,7392101",1.0
"332140,7405055",7.0
"332141,7387389",2.0
"332141,7389353",1.0
"332141,7394530",11.0
"332143,7385894",1.0
"332143,7389310",1.0
"332143,7390740",4.0
"332143,7392115",2.0
"332143,7395206",4.0
"332144,7395431",1.0
"332145,7389301",3.0
"332145,7395136",2.0
"332146,7389242",2.0
"332146,7394703",3.0
"332146,7400555",6.0
"332147,7405080",8.0
"332148,7382503",13.0
"332148,7394694",3.0
"332150,7393280",2.0
"332150,7393307",4.0
"332151,7393225",1.0
"332152,7392077",2.0
"332152,7392097",1.0
"332152,7394043",2.0
"332155,7393801",3.0
"332155,7397343",2.0
"332156,7380791",3.0
"332156,7388813",1.0
"332156,7392935",8.0
"332156,7395072",26.0
"332156,7395797",1.0
"332157,7389454",4.0
"332157,7393996",1.0
"332157,7404830",9.0
"332158,7390930",2.0
"332158,7394930",6.0
"332159,7395099",8.0
"332160,7386279",7.0
"332160,7394117",1.0
"332160,7395100",11.0
"332160,7397146",1.0
"332161,7389899",2.0
"332162,7392509",4.0
"332162,7394892",1.0
"332162,7395217",4.0
"332163,7380071",4.0
"332163,7395457",2.0
"332164,7388215",5.0
"332164,7391248",2.0
"332164,7393458",11.0
"332164,7397424",6.0
"332164,7397625",1.0
"332165,7392806",2.0
"332166,7395340",2.0
"332167,7395896",6.0
"332168,7389594",2.0
"332168,7392898",5.0
"332169,7392789",7.0
"332170,7391844",1.0
"332170,7396208",4.0
"332171,7392011",2.0
"332171,7395110",2.0
"332172,7383194",2.0
"332172,7394934",2.0
"332172,7395334",1.0
"332172,7395421",2.0
"332172,7397327",1.0
"332172,7402937",2.0
"332174,7388701",1.0
"332174,7389461",2.0
"332174,7389880",1.0
"332174,7391116",2.0
"332174,7392773",10.0
"332174,7395286",2.0
"332174,7396583",2.0
"332175,7390771",2.0
"332175,7391251",1.0
"332176,7393087",1.0
"332177,7380304",9.0
"332177,7392475",1.0
"332177,7395317",2.0
"332177,7402426",1.0
"332178,7390236",1.0
"332178,7391861",7.0
"332178,7392037",1.0
"332178,7395352",1.0
"332179,7379952",4.0
"332179,7398478",7.0
"332180,7391828",2.0
"332180,7395579",2.0
"332181,7393958",4.0
"332182,7390361",2.0
"332182,7395357",1.0
"332183,7390774",2.0
"332183,7391254",4.0
"332183,7392292",1.0
"332183,7392745",8.0
"332183,7392751",4.0
"332183,7393903",2.0
"332183,7393905",2.0
"332183,7394888",1.0
"332183,7395574",2.0
"332183,7396058",2.0
"332183,7396756",3.0
"332184,7390544",3.0
"332184,7392848",3.0
"332184,7395264",6.0
"332184,7397349",1.0
"332185,7392294",1.0
"332186,7393794",1.0
"332186,7393913",4.0
"332187,7389308",1.0
"332187,7392212",2.0
"332187,7393706",6.0
"332188,7383465",7.0
"332188,7387749",4.0
"332188,7395338",1.0
"332189,7390933",2.0
"332189,7395128",2.0
"332190,7392249",1.0
"332191,7385469",1.0
"332191,7393860",2.0
"332192,7395485",2.0
"332193,7392284",10.0
"332193,7392714",13.0
"332193,7393337",1.0
"332194,7393655",6.0
"332194,7395742",1.0
"332194,7396498",1.0
"332194,7396741",3.0
"332195,7395894",2.0
"332196,7391436",3.0
"332196,7393618",6.0
"332197,7393765",2.0
"332197,7394885",2.0
"332197,7395111",4.0
"332199,7392457",1.0
"332199,7397492",1.0
"332200,7386260",2.0
"332200,7392698",2.0
"332200,7396482",2.0
"332201,7384888",10.0
"332201,7389797",2.0
"332201,7392251",1.0
"332201,7392253",1.0
"332201,7392693",2.0
"332201,7395138",2.0
"332202,7384800",2.0
"332202,7400036",7.0
"332203,7387964",1.0
"332203,7391141",1.0
"332204,7387960",13.0
"332204,7387964",2.0
"332204,7390031",5.0
"332204,7391962",2.0
"332204,7395472",1.0
"332205,7380336",7.0
"332205,7383246",5.0
"332205,7385896",4.0
"332205,7387962",2.0
"332205,7387983",8.0
"332205,7393723",4.0
"332205,7396485",1.0
"332206,7392317",3.0
"332206,7392864",2.0
"332206,7395396",5.0
"332207,7379153",8.0
"332207,7395850",1.0
"332209,7390766",1.0
"332209,7395263",1.0
"332210,7396733",2.0
"332212,7391448",7.0
"332213,7392080",2.0
"332213,7392229",1.0
"332213,7393149",14.0
"332214,7383437",1.0
"332214,7387293",4.0
"332214,7389952",7.0
"332214,7392283",2.0
"332215,7378192",6.0
"332215,7381268",4.0
"332215,7392277",2.0
"332215,7395234",9.0
"332215,7395258",2.0
"332216,7386861",2.0
"332216,7395840",1.0
"332217,7391393",3.0
"332218,7378862",8.0
"332218,7390514",2.0
"332218,7390536",3.0
"332218,7391948",4.0
"332219,7369579",4.0
"332219,7380109",8.0
"332219,7383981",2.0
"332219,7392256",2.0
"332220,7391838",4.0
"332220,7392205",2.0
"332221,7385168",1.0
"332222,7383423",2.0
"332222,7389306",1.0
"332222,7395843",2.0
"332223,7390324",3.0
"332223,7392273",2.0
"332223,7393112",4.0
"332224,7378067",6.0
"332224,7391845",4.0
"332224,7394772",2.0
"332224,7397187",1.0
"332225,7392290",19.0
"332225,7395390",1.0
"332225,7403755",1.0
"332226,7388803",1.0
"332226,7392896",2.0
"332226,7395247",2.0
"332227,7391888",8.0
"332227,7395163",3.0
"332228,7394509",4.0
"332228,7395245",1.0
"332229,7380198",4.0
"332229,7390013",1.0
"332229,7394408",2.0
"332229,7394753",2.0
"332229,7395186",3.0
"332231,7395167",1.0
"332231,7395384",1.0
"332231,7396902",8.0
"332232,7381128",1.0
"332232,7395167",1.0
"332232,7395217",1.0
"332233,7380915",4.0
"332233,7383963",1.0
"332233,7385951",2.0
"332234,7384175",4.0
"332234,7388797",1.0
"332234,7390731",5.0
"332234,7392247",1.0
"332234,7394007",1.0
"332234,7395216",1.0
"332235,7389452",1.0
"332235,7392449",4.0
"332235,7395214",1.0
"332236,7385255",2.0
"332237,7383607",6.0
"332237,7389717",4.0
"332237,7392291",2.0
"332237,7395173",2.0
"332238,7385437",1.0
"332238,7390797",12.0
"332238,7392476",4.0
"332238,7395838",2.0
"332239,7381384",3.0
"332239,7391860",2.0
"332239,7392490",2.0
"332239,7394787",1.0
"332239,7395809",1.0
"332240,7390799",18.0
"332240,7392484",2.0
"332241,7394615",2.0
"332241,7394876",2.0
"332242,7385954",2.0
"332242,7391135",1.0
"332242,7394765",2.0
"332242,7394789",2.0
"332242,7395201",2.0
"332243,7380271",1.0
"332243,7391135",4.0
"332243,7395394",2.0
"332243,7395832",2.0
"332243,7401318",2.0
"332244,7389143",2.0
"332244,7389454",4.0
"332244,7390781",4.0
"332244,7393199",21.0
"332245,7391157",6.0
"332246,7391136",6.0
"332246,7391395",2.0
"332246,7395182",2.0
"332247,7392119",1.0
"332247,7395226",1.0
"332247,7395398",2.0
"332247,7401969",2.0
"332247,7405137",1.0
"332248,7389432",2.0
"332249,7380646",3.0
"332249,7384296",2.0
"332249,7395224",1.0
"332249,7399778",1.0
"332250,7381636",6.0
"332250,7381746",2.0
"332250,7389432",2.0
"332250,7391137",1.0
"332250,7391529",2.0
"332250,7392003",2.0
"332250,7393874",4.0
"332250,7395516",2.0
"332251,7388882",6.0
"332251,7390031",5.0
"332251,7391290",2.0
"332252,7389716",1.0
"332252,7389892",1.0
"332252,7391853",4.0
"332252,7394434",8.0
"332252,7395197",10.0
"332254,7383175",11.0
"332254,7385926",2.0
"332254,7389593",1.0
"332255,7392422",2.0
"332256,7389439",2.0
"332256,7389448",2.0
"332256,7392990",2.0
"332256,7395217",4.0
"332256,7395509",1.0
"332256,7396757",1.0
"332257,7389874",2.0
"332257,7392116",2.0
"332257,7395204",4.0
"332258,7383178",3.0
"332258,7389575",2.0
"332258,7392004",3.0
"332258,7394911",2.0
"332258,7410386",1.0
"332259,7379640",4.0
"332259,7379986",4.0
"332259,7380493",2.0
"332259,7389203",1.0
"332259,7391283",2.0
"332259,7393424",10.0
"332259,7395432",8.0
"332259,7395874",1.0
"332260,7395411",2.0
"332260,7405011",3.0
"332261,7380014",2.0
"332261,7385969",1.0
"332261,7397782",2.0
"332261,7399468",2.0
"332262,7389150",2.0
"332262,7391807",5.0
"332262,7394772",7.0
"332262,7395435",2.0
"332262,7397114",2.0
"332263,7388528",1.0
"332264,7389447",3.0
"332264,7395198",2.0
"332266,7383684",5.0
"332266,7392010",2.0
"332266,7394525",1.0
"332266,7401112",2.0
"332267,7378842",10.0
"332267,7390516",1.0
"332267,7392958",1.0
"332267,7395206",2.0
"332267,7395485",1.0
"332268,7392093",15.0
"332268,7392483",12.0
"332268,7392570",4.0
"332269,7391165",2.0
"332269,7392050",2.0
"332269,7392118",9.0
"332269,7393194",10.0
"332269,7395442",2.0
"332269,7401452",2.0
"332270,7383995",2.0
"332270,7395203",2.0
"332270,7395540",2.0
"332271,7384512",2.0
"332271,7388951",2.0
"332271,7392447",6.0
"332271,7395505",2.0
"332272,7389446",1.0
"332272,7393050",2.0
"332272,7393467",2.0
"332272,7395201",2.0
"332272,7395479",2.0
"332273,7390164",2.0
"332273,7391889",3.0
"332273,7392365",2.0
"332274,7379150",2.0
"332274,7390393",1.0
"332274,7390646",1.0
"332275,7381125",1.0
"332275,7384535",6.0
"332275,7389361",1.0
"332275,7392037",7.0
"332275,7392364",23.0
"332275,7394869",1.0
"332275,7395198",4.0
"332275,7396627",9.0
"332276,7383606",4.0
"332276,7384860",5.0
"332276,7390230",6.0
"332276,7395184",10.0
"332276,7395193",2.0
"332276,7395195",1.0
"332276,7395196",1.0
"332276,7405067",3.0
"332277,7385049",2.0
"332277,7392233",1.0
"332277,7392580",2.0
"332277,7395199",2.0
"332277,7398495",2.0
"332278,7395204",1.0
"332278,7401184",4.0
"332279,7389407",1.0
"332279,7389783",4.0
"332279,7390662",2.0
"332279,7395213",4.0
"332279,7405089",7.0
"332280,7384687",7.0
"332280,7386817",4.0
"332280,7402005",3.0
"332281,7390542",1.0
"332281,7392591",5.0
"332282,7383738",5.0
"332282,7395437",4.0
"332282,7399708",5.0
"332283,7380228",2.0
"332283,7382424",6.0
"332283,7400237",1.0
"332283,7405058",2.0
"332284,7381105",3.0
"332284,7388795",2.0
"332284,7393103",3.0
"332284,7395033",9.0
"332285,7385811",1.0
"332285,7393109",7.0
"332286,7379376",3.0
"332286,7380154",6.0
"332286,7385406",6.0
"332286,7392973",6.0
"332286,7395458",1.0
"332286,7402015",1.0
"332287,7385975",1.0
"332287,7386928",3.0
"332287,7390399",2.0
"332288,7386697",4.0
"332288,7389333",2.0
"332288,7392366",1.0
"332288,7392595",1.0
"332288,7397427",24.0
"332289,7395226",3.0
"332289,7395461",1.0
"332289,7397276",8.0
"332290,7385987",2.0
"332290,7389435",2.0
"332290,7390098",4.0
"332290,7391760",2.0
"332290,7397656",2.0
"332291,7390025",2.0
"332292,7384420",2.0
"332292,7387918",2.0
"332292,7395312",1.0
"332292,7397273",8.0
"332293,7392364",2.0
"332293,7392373",1.0
"332293,7392375",2.0
"332293,7396599",3.0
"332294,7379543",6.0
"332294,7385960",1.0
"332294,7385990",2.0
"332294,7390803",1.0
"332294,7392013",1.0
"332294,7397265",1.0
"332295,7388934",5.0
"332295,7391156",1.0
"332295,7391992",1.0
"332295,7396798",2.0
"332296,7389416",1.0
"332297,7383677",2.0
"332297,7389424",5.0
"332297,7392190",4.0
"332297,7393176",4.0
"332297,7395059",7.0
"332297,7395467",2.0
"332298,7380250",1.0
"332299,7385953",5.0
"332299,7389444",37.0
"332299,7395107",2.0
"332300,7392353",4.0
"332300,7392706",9.0
"332300,7393173",1.0
"332300,7394200",2.0
"332300,7395248",4.0
"332300,7395494",2.0
"332301,7382213",2.0
"332301,7385954",2.0
"332301,7395460",4.0
"332301,7419840",4.0
"332302,7378991",6.0
"332302,7389687",2.0
"332302,7391977",1.0
"332302,7395092",2.0
"332302,7395467",2.0
"332303,7389636",13.0
"332303,7390112",2.0
"332303,7390526",7.0
"332303,7392175",6.0
"332304,7394395",2.0
"332304,7395026",2.0
"332304,7397245",2.0
"332305,7394384",3.0
"332306,7387143",2.0
"332306,7389455",87.0
"332306,7391435",4.0
"332306,7391778",8.0
"332306,7394546",2.0
"332306,7395017",2.0
"332306,7395077",2.0
"332306,7395099",2.0
"332307,7384411",2.0
"332307,7389279",1.0
"332307,7394722",2.0
"332309,7393513",3.0
"332309,7397040",4.0
"332310,7390212",2.0
"332310,7392744",3.0
"332310,7393515",2.0
"332310,7395456",9.0
"332310,7400174",6.0
"332311,7380878",2.0
"332311,7389504",4.0
"332311,7391999",4.0
"332311,7393489",2.0
"332311,7395055",2.0
"332311,7395135",4.0
"332311,7395235",9.0
"332311,7396024",2.0
"332312,7389147",1.0
"332312,7390430",6.0
"332312,7391988",4.0
"332313,7389634",4.0
"332313,7394301",3.0
"332313,7395066",2.0
"332314,7388506",2.0
"332314,7389424",2.0
"332314,7389597",4.0
"332315,7391306",10.0
"332315,7392200",3.0
"332316,7392013",1.0
"332316,7395112",2.0
"332316,7395240",2.0
"332316,7395736",1.0
"332317,7391572",14.0
"332317,7391782",2.0
"332317,7393173",3.0
"332317,7394965",4.0
"332317,7395721",1.0
"332317,7395920",2.0
"332317,7397617",6.0
"332318,7390114",4.0
"332318,7396577",5.0
"332319,7389444",4.0
"332322,7389621",2.0
"332322,7389763",1.0
"332322,7389843",5.0
"332322,7395557",2.0
"332323,7395003",1.0
"332323,7398477",3.0
"332324,7399828",1.0
"332325,7380383",6.0
"332325,7389277",2.0
"332325,7397220",2.0
"332326,7380626",5.0
"332326,7388650",2.0
"332326,7390006",12.0
"332327,7397199",1.0
"332327,7402732",2.0
"332327,7403253",2.0
"332328,7380415",2.0
"332328,7395063",2.0
"332329,7387330",2.0
"332329,7389447",4.0
"332330,7384596",2.0
"332330,7389704",9.0
"332330,7392347",1.0
"332330,7394341",5.0
"332330,7395494",2.0
"332330,7395496",2.0
"332330,7395657",4.0
"332330,7402006",2.0
"332331,7384030",3.0
"332331,7389773",2.0
"332331,7391568",27.0
"332331,7395474",4.0
"332332,7392836",4.0
"332332,7393542",3.0
"332332,7397190",2.0
"332333,7379782",10.0
"332333,7390555",1.0
"332333,7392242",14.0
"332333,7392902",4.0
"332333,7394558",3.0
"332334,7394358",1.0
"332335,7392183",3.0
"332335,7394733",2.0
"332335,7396217",1.0
"332336,7388795",10.0
"332336,7388815",2.0
"332337,7393883",1.0
"332337,7395285",1.0
"332337,7396601",2.0
"332338,7379719",11.0
"332338,7389589",6.0
"332338,7392793",2.0
"332338,7392938",2.0
"332338,7393865",11.0
"332338,7394341",2.0
"332338,7399811",4.0
"332339,7389589",8.0
"332341,7392531",2.0
"332341,7396718",5.0
"332342,7387410",2.0
"332342,7389839",5.0
"332342,7392177",2.0
"332342,7393837",1.0
"332342,7397207",4.0
"332342,7397731",1.0
"332342,7412736",7.0
"332343,7379464",4.0
"332343,7391908",1.0
"332344,7383725",5.0
"332344,7391795",2.0
"332344,7392513",1.0
"332344,7393317",2.0
"332344,7393813",2.0
"332344,7394359",2.0
"332344,7395509",1.0
"332345,7384570",2.0
"332345,7384762",1.0
"332345,7384763",3.0
"332345,7389445",10.0
"332345,7393175",2.0
"332345,7393559",2.0
"332345,7395791",2.0
"332345,7396949",1.0
"332346,7390822",3.0
"332346,7393957",1.0
"332346,7395283",5.0
"332347,7385294",3.0
"332347,7387017",10.0
"332348,7392536",2.0
"332349,7390717",1.0
"332350,7393575",3.0
"332350,7401798",2.0
"332351,7392844",2.0
"332351,7393380",2.0
"332351,7393748",2.0
"332352,7392609",6.0
"332352,7393569",2.0
"332354,7392028",1.0
"332354,7394872",2.0
"332354,7394890",1.0
"332354,7400421",2.0
"332355,7381529",3.0
"332355,7394890",3.0
"332355,7395306",61.0
"332355,7395407",1.0
"332355,7396131",3.0
"332355,7402917",3.0
"332356,7391630",2.0
"332356,7394360",2.0
"332357,7392049",2.0
"332357,7392186",5.0
"332357,7393886",4.0
"332358,7380148",4.0
"332358,7388954",4.0
"332358,7389583",5.0
"332358,7393688",2.0
"332358,7395782",1.0
"332358,7396153",1.0
"332359,7387873",11.0
"332359,7388934",2.0
"332359,7389568",8.0
"332359,7394875",1.0
"332359,7400402",1.0
"332360,7391148",2.0
"332360,7391621",1.0
"332361,7381824",2.0
"332361,7389587",6.0
"332361,7400401",2.0
"332362,7357827",8.0
"332362,7394861",1.0
"332363,7391194",1.0
"332363,7395637",13.0
"332363,7396447",2.0
"332364,7389587",10.0
"332364,7391460",2.0
"332365,7387475",1.0
"332365,7391108",1.0
"332366,7395224",2.0
"332367,7377681",4.0
"332367,7391087",2.0
"332368,7396088",3.0
"332369,7389559",2.0
"332369,7391071",4.0
"332369,7391580",6.0
"332369,7393366",8.0
"332370,7389576",2.0
"332370,7390833",2.0
"332371,7395923",2.0
"332372,7388592",1.0
"332372,7389291",3.0
"332372,7397471",2.0
"332373,7385173",3.0
"332373,7389064",7.0
"332373,7390854",2.0
"332373,7393383",3.0
"332373,7398480",11.0
"332373,7400413",2.0
"332374,7380964",4.0
"332374,7391167",1.0
"332374,7395514",1.0
"332375,7393029",2.0
"332375,7395260",2.0
"332375,7400411",2.0
"332376,7381928",1.0
"332376,7391586",2.0
"332376,7392123",2.0
"332376,7393712",4.0
"332376,7395259",4.0
"332377,7391008",2.0
"332377,7391915",2.0
"332378,7383916",1.0
"332378,7400278",6.0
"332379,7392946",3.0
"332380,7378908",1.0
"332380,7390991",1.0
"332381,7376101",1.0
"332381,7389054",3.0
"332381,7390944",1.0
"332381,7395253",7.0
"332382,7399643",2.0
"332383,7380537",2.0
"332383,7384991",10.0
"332383,7393508",7.0
"332383,7393573",10.0
"332383,7394886",2.0
"332383,7400779",4.0
"332384,7385170",4.0
"332384,7410720",2.0
"332385,7389095",2.0
"332385,7391528",1.0
"332385,7394466",2.0
"332385,7394887",6.0
"332385,7397313",3.0
"332386,7378721",1.0
"332386,7392163",1.0
"332387,7392162",2.0
"332387,7394655",2.0
"332389,7387216",6.0
"332389,7394857",4.0
"332389,7397086",2.0
"332390,7390968",1.0
"332390,7391518",1.0
"332390,7392142",5.0
"332390,7394430",3.0
"332390,7395496",5.0
"332390,7397582",2.0
"332390,7397854",6.0
"332391,7397100",1.0
"332392,7389191",2.0
"332392,7393065",8.0
"332393,7380571",2.0
"332393,7384672",3.0
"332393,7388571",1.0
"332393,7391816",2.0
"332393,7396071",8.0
"332393,7400390",2.0
"332394,7378850",6.0
"332395,7389228",1.0
"332395,7389317",2.0
"332395,7393077",5.0
"332395,7395721",2.0
"332395,7397567",4.0
"332396,7389138",2.0
"332396,7390449",2.0
"332397,7392082",4.0
"332397,7394552",5.0
"332398,7379387",5.0
"332398,7383951",2.0
"332399,7367070",1.0
"332399,7390738",4.0
"332399,7391319",3.0
"332399,7393162",1.0
"332399,7394737",1.0
"332399,7395715",3.0
"332400,7383492",5.0
"332400,7385689",3.0
"332400,7386035",1.0
"332402,7394469",3.0
"332402,7396476",2.0
"332403,7395507",2.0
"332403,7395572",2.0
"332403,7397762",2.0
"332404,7386085",2.0
"332404,7393186",6.0
"332405,7389336",6.0
"332405,7392946",4.0
"332405,7394358",1.0
"332405,7400367",1.0
"332406,7394469",4.0
"332406,7394707",3.0
"332406,7395568",4.0
"332407,7380865",8.0
"332407,7389357",3.0
"332407,7395481",2.0
"332408,7379026",6.0
"332408,7389279",2.0
"332408,7390858",3.0
"332408,7401643",2.0
"332409,7393050",10.0
"332409,7397582",2.0
"332410,7388459",4.0
"332410,7390988",1.0
"332411,7392060",1.0
"332411,7394585",3.0
"332412,7394368",2.0
"332413,7384660",1.0
"332413,7395192",2.0
"332414,7382646",5.0
"332414,7389251",2.0
"332414,7389427",3.0
"332415,7395214",1.0
"332416,7393478",5.0
"332416,7393902",2.0
"332417,7383864",3.0
"332417,7393627",23.0
"332417,7395213",2.0
"332417,7399886",1.0
"332418,7392754",1.0
"332418,7392767",1.0
"332418,7393835",19.0
"332418,7395649",2.0
"332418,7395903",8.0
"332419,7389572",2.0
"332419,7392662",1.0
"332419,7394862",4.0
"332420,7383981",2.0
"332420,7391472",2.0
"332420,7392143",8.0
"332420,7395209",1.0
"332420,7396248",2.0
"332421,7383979",3.0
"332421,7388951",2.0
"332421,7392566",1.0
"332421,7397127",1.0
"332422,7379682",2.0
"332422,7387788",6.0
"332422,7390746",2.0
"332422,7392013",8.0
"332422,7397108",2.0
"332423,7384763",3.0
"332423,7391934",1.0
"332423,7395478",2.0
"332423,7395582",2.0
"332424,7385319",4.0
"332424,7385706",2.0
"332424,7389467",7.0
"332424,7391483",2.0
"332424,7392760",5.0
"332425,7379077",4.0
"332425,7379319",4.0
"332426,7392290",1.0
"332426,7392767",2.0
"332426,7393164",1.0
"332426,7395350",9.0
"332426,7403001",2.0
"332427,7392591",9.0
"332427,7395201",2.0
"332428,7386321",10.0
"332428,7389486",2.0
"332428,7394567",1.0
"332428,7396018",2.0
"332429,7383978",1.0
"332429,7387920",2.0
"332429,7389340",2.0
"332429,7391430",1.0
"332429,7392129",4.0
"332429,7393899",3.0
"332430,7389279",1.0
"332430,7390089",1.0
"332430,7393470",4.0
"332430,7394221",2.0
"332430,7395336",1.0
"332430,7395587",5.0
"332430,7397745",4.0
"332432,7388812",1.0
"332432,7397038",4.0
"332433,7378091",8.0
"332433,7391987",2.0
"332434,7377576",4.0
"332434,7386944",2.0
"332434,7390727",1.0
"332434,7390731",4.0
"332434,7393909",3.0
"332434,7399897",1.0
"332435,7388296",3.0
"332435,7392599",3.0
"332435,7392753",2.0
"332435,7394001",16.0
"332436,7379570",4.0
"332436,7380028",3.0
"332436,7383870",6.0
"332436,7386300",2.0
"332436,7393680",2.0
"332436,7396598",14.0
"332436,7397383",1.0
"332437,7386267",2.0
"332437,7401800",2.0
"332438,7390597",2.0
"332439,7386429",1.0
"332439,7392547",1.0
"332440,7393944",2.0
"332440,7395328",4.0
"332440,7397284",2.0
"332441,7378396",10.0
"332441,7384064",1.0
