,totalid
"332442,7394883",2.0
"332442,7396900",2.0
"332443,7377885",4.0
"332443,7385493",6.0
"332443,7395033",2.0
"332443,7395171",1.0
"332444,7384668",2.0
"332444,7392119",7.0
"332444,7393487",9.0
"332444,7393663",2.0
"332444,7393680",2.0
"332444,7393966",3.0
"332445,7391958",2.0
"332445,7392094",2.0
"332445,7393768",2.0
"332446,7391954",2.0
"332446,7392492",1.0
"332446,7392894",1.0
"332446,7393741",2.0
"332446,7397149",6.0
"332447,7378715",12.0
"332447,7388312",1.0
"332447,7390381",3.0
"332447,7395926",2.0
"332448,7391968",1.0
"332448,7392444",2.0
"332448,7393987",5.0
"332449,7380381",4.0
"332449,7391492",1.0
"332449,7392808",3.0
"332449,7393995",1.0
"332449,7395177",2.0
"332450,7388515",2.0
"332451,7388575",2.0
"332452,7379053",6.0
"332452,7393702",3.0
"332452,7395359",2.0
"332452,7395584",5.0
"332452,7398440",2.0
"332453,7379261",1.0
"332453,7392089",2.0
"332454,7397490",4.0
"332455,7386053",6.0
"332455,7387212",1.0
"332455,7394384",1.0
"332457,7384893",1.0
"332457,7391434",3.0
"332457,7393463",4.0
"332457,7401641",1.0
"332458,7386092",2.0
"332458,7389434",8.0
"332458,7393758",2.0
"332458,7394529",2.0
"332458,7395164",1.0
"332458,7395312",2.0
"332459,7388952",1.0
"332460,7379235",1.0
"332460,7389432",3.0
"332460,7395310",5.0
"332460,7395436",3.0
"332461,7391375",2.0
"332461,7403364",2.0
"332462,7392092",1.0
"332462,7401642",1.0
"332463,7390782",4.0
"332463,7393688",2.0
"332463,7396196",2.0
"332463,7396901",2.0
"332464,7385016",2.0
"332464,7394523",1.0
"332464,7395032",1.0
"332464,7395524",6.0
"332464,7397296",6.0
"332464,7399473",3.0
"332465,7384754",2.0
"332465,7390334",6.0
"332465,7391597",5.0
"332465,7395576",2.0
"332465,7397522",2.0
"332465,7397722",3.0
"332466,7379445",4.0
"332466,7395122",2.0
"332467,7377465",9.0
"332468,7384279",19.0
"332468,7394518",2.0
"332468,7395681",8.0
"332469,7377496",4.0
"332470,7390490",1.0
"332470,7390590",5.0
"332470,7396869",2.0
"332470,7396966",1.0
"332470,7402720",9.0
"332471,7394463",4.0
"332472,7385174",2.0
"332472,7385343",2.0
"332472,7391498",6.0
"332472,7395817",2.0
"332473,7388517",1.0
"332473,7390307",1.0
"332473,7391867",3.0
"332473,7394465",4.0
"332473,7403117",10.0
"332474,7390359",4.0
"332474,7394449",16.0
"332475,7385611",2.0
"332475,7394721",2.0
"332475,7395298",1.0
"332475,7395784",1.0
"332476,7384425",9.0
"332476,7385167",4.0
"332476,7394541",2.0
"332476,7400872",3.0
"332477,7390614",8.0
"332477,7394889",1.0
"332477,7395136",3.0
"332478,7385159",4.0
"332478,7385265",2.0
"332478,7394627",4.0
"332478,7396050",2.0
"332479,7388307",6.0
"332479,7391149",1.0
"332479,7391686",1.0
"332479,7394895",3.0
"332480,7394531",4.0
"332480,7394895",1.0
"332480,7395053",2.0
"332481,7384776",2.0
"332481,7385004",3.0
"332481,7390594",3.0
"332481,7391096",1.0
"332481,7393727",1.0
"332481,7395693",2.0
"332481,7401566",3.0
"332482,7387383",4.0
"332482,7389270",11.0
"332482,7393343",3.0
"332482,7395100",1.0
"332483,7395055",4.0
"332484,7385330",6.0
"332484,7391316",6.0
"332484,7391887",1.0
"332484,7395096",3.0
"332484,7395126",2.0
"332486,7391037",1.0
"332486,7394519",8.0
"332486,7394967",2.0
"332487,7394873",2.0
"332487,7395223",2.0
"332487,7395954",1.0
"332487,7397156",2.0
"332488,7395945",2.0
"332488,7396905",1.0
"332488,7403505",4.0
"332489,7391032",3.0
"332489,7394802",1.0
"332489,7396052",3.0
"332491,7381745",9.0
"332491,7393156",2.0
"332491,7394874",2.0
"332491,7394890",1.0
"332492,7377986",5.0
"332492,7385171",2.0
"332492,7385172",2.0
"332493,7389557",10.0
"332493,7395422",6.0
"332494,7395699",3.0
"332494,7395938",2.0
"332494,7397420",9.0
"332495,7395565",2.0
"332495,7395748",4.0
"332495,7400144",4.0
"332496,7391251",2.0
"332496,7391317",2.0
"332496,7392958",22.0
"332496,7396819",1.0
"332496,7398538",1.0
"332497,7383698",2.0
"332497,7390434",7.0
"332497,7391138",2.0
"332497,7392962",50.0
"332497,7395107",19.0
"332498,7391482",22.0
"332498,7393405",2.0
"332499,7397366",7.0
"332500,7391492",8.0
"332500,7393701",1.0
"332501,7389282",1.0
"332501,7395048",2.0
"332501,7395420",2.0
"332502,7385920",1.0
"332502,7398507",2.0
"332503,7395274",2.0
"332504,7393138",1.0
"332504,7393153",8.0
"332504,7395067",2.0
"332505,7389289",7.0
"332505,7393161",7.0
"332505,7395295",1.0
"332506,7380884",3.0
"332506,7395413",7.0
"332506,7396319",2.0
"332506,7397396",9.0
"332507,7377672",3.0
"332507,7391512",2.0
"332508,7390926",2.0
"332509,7390712",2.0
"332509,7394819",3.0
"332509,7400746",3.0
"332510,7397098",2.0
"332512,7390678",10.0
"332512,7393782",1.0
"332512,7395086",2.0
"332512,7397376",2.0
"332513,7382251",3.0
"332513,7385709",2.0
"332513,7390759",1.0
"332513,7395069",3.0
"332514,7386127",1.0
"332514,7391403",3.0
"332514,7393757",5.0
"332514,7395264",1.0
"332515,7395081",1.0
"332515,7396546",9.0
"332516,7380156",8.0
"332516,7396780",2.0
"332517,7383954",1.0
"332517,7386130",1.0
"332518,7383672",7.0
"332518,7395869",2.0
"332520,7389696",3.0
"332520,7390921",2.0
"332520,7394755",1.0
"332520,7395422",4.0
"332521,7381336",3.0
"332521,7388815",3.0
"332522,7392283",1.0
"332522,7393447",3.0
"332522,7393796",3.0
"332522,7394755",2.0
"332522,7394756",2.0
"332523,7384875",6.0
"332523,7390823",2.0
"332524,7394756",1.0
"332525,7384424",2.0
"332525,7386135",1.0
"332525,7390679",19.0
"332526,7379250",8.0
"332526,7388380",2.0
"332526,7394522",1.0
"332527,7384598",1.0
"332527,7386136",10.0
"332527,7391238",3.0
"332528,7392075",7.0
"332528,7393602",2.0
"332528,7394748",2.0
"332529,7390954",4.0
"332530,7375719",2.0
"332530,7382662",2.0
"332530,7389427",2.0
"332530,7393138",2.0
"332530,7395571",2.0
"332531,7403501",3.0
"332532,7357582",1.0
"332532,7393535",8.0
"332533,7384162",2.0
"332533,7386125",1.0
"332533,7395402",1.0
"332533,7396181",1.0
"332534,7381585",6.0
"332535,7393624",1.0
"332536,7395100",2.0
"332536,7395257",4.0
"332536,7396178",2.0
"332537,7384048",2.0
"332537,7389192",9.0
"332537,7395730",3.0
"332539,7384431",2.0
"332539,7393139",2.0
"332539,7393257",1.0
"332539,7403842",2.0
"332540,7386606",8.0
"332540,7389553",7.0
"332540,7395373",2.0
"332541,7393647",5.0
"332541,7395082",3.0
"332542,7377400",2.0
"332542,7393647",2.0
"332542,7394062",8.0
"332542,7395012",2.0
"332543,7391309",7.0
"332543,7393652",1.0
"332543,7394921",3.0
"332544,7385328",5.0
"332544,7393797",2.0
"332545,7378156",1.0
"332545,7379645",6.0
"332545,7391793",2.0
"332545,7393657",2.0
"332545,7395573",2.0
"332545,7395676",4.0
"332545,7403869",4.0
"332546,7383806",8.0
"332546,7390512",2.0
"332546,7390628",2.0
"332546,7390974",1.0
"332546,7393663",1.0
"332546,7396721",1.0
"332546,7402263",2.0
"332547,7375891",2.0
"332547,7390985",3.0
"332547,7391509",1.0
"332547,7393205",2.0
"332547,7394732",1.0
"332547,7395034",2.0
"332548,7393668",7.0
"332548,7400059",1.0
"332549,7385319",2.0
"332549,7392469",2.0
"332549,7393216",2.0
"332549,7393660",1.0
"332549,7395031",4.0
"332550,7378058",2.0
"332550,7379148",5.0
"332550,7383834",2.0
"332550,7384913",1.0
"332550,7394769",4.0
"332550,7395030",2.0
"332550,7396712",2.0
"332550,7397471",2.0
"332551,7389360",3.0
"332551,7390187",1.0
"332551,7393048",2.0
"332551,7395000",2.0
"332551,7397056",4.0
"332552,7391704",1.0
"332552,7393956",1.0
"332553,7380258",2.0
"332553,7393793",9.0
"332553,7394916",1.0
"332553,7394923",2.0
"332553,7395026",2.0
"332553,7395363",2.0
"332553,7395385",2.0
"332554,7388407",1.0
"332554,7391427",3.0
"332554,7391580",2.0
"332554,7393811",2.0
"332554,7395535",8.0
"332555,7389570",2.0
"332555,7401145",10.0
"332556,7380719",1.0
"332556,7384654",1.0
"332556,7394257",2.0
"332556,7395517",2.0
"332557,7385317",2.0
"332557,7386378",4.0
"332557,7388951",2.0
"332557,7394994",4.0
"332557,7395020",4.0
"332557,7402247",2.0
"332558,7384928",1.0
"332558,7392845",3.0
"332558,7393816",2.0
"332558,7394407",4.0
"332558,7395727",2.0
"332559,7387514",1.0
"332559,7395227",2.0
"332559,7401668",4.0
"332560,7389497",2.0
"332560,7392929",1.0
"332561,7391133",1.0
"332562,7391618",2.0
"332562,7397278",4.0
"332562,7402268",4.0
"332563,7389500",4.0
"332563,7392919",2.0
"332563,7393108",6.0
"332563,7396126",1.0
"332563,7403870",7.0
"332564,7389776",6.0
"332564,7394415",2.0
"332564,7394910",9.0
"332565,7391498",4.0
"332565,7393244",2.0
"332565,7394219",2.0
"332566,7393037",1.0
"332566,7394824",2.0
"332566,7394984",3.0
"332566,7396862",2.0
"332567,7389315",10.0
"332567,7396138",9.0
"332567,7397524",5.0
"332567,7402652",3.0
"332567,7403046",2.0
"332568,7380666",3.0
"332568,7382133",2.0
"332568,7385471",2.0
"332568,7388409",1.0
"332568,7391431",1.0
"332568,7391628",2.0
"332568,7392719",1.0
"332568,7395219",1.0
"332568,7401683",2.0
"332568,7401758",2.0
"332569,7393147",1.0
"332569,7395677",6.0
"332570,7385454",2.0
"332570,7396673",4.0
"332570,7396710",2.0
"332571,7379447",2.0
"332571,7389351",15.0
"332571,7394199",2.0
"332571,7395297",2.0
"332572,7394259",2.0
"332572,7403082",3.0
"332572,7413508",2.0
"332573,7386172",1.0
"332574,7391082",1.0
"332574,7391638",5.0
"332575,7391638",1.0
"332575,7394976",2.0
"332575,7395881",1.0
"332576,7386856",3.0
"332576,7391760",2.0
"332576,7393863",1.0
"332576,7394311",2.0
"332576,7395486",3.0
"332577,7385470",2.0
"332577,7386133",2.0
"332577,7389262",2.0
"332577,7390183",4.0
"332577,7395234",7.0
"332577,7395860",3.0
"332578,7393323",2.0
"332578,7393990",2.0
"332578,7394984",4.0
"332578,7395211",1.0
"332578,7397653",2.0
"332578,7401247",6.0
"332578,7401617",6.0
"332578,7403065",1.0
"332579,7393104",4.0
"332579,7393106",2.0
"332580,7388674",1.0
"332580,7391639",2.0
"332580,7393873",1.0
"332580,7395362",1.0
"332581,7395494",13.0
"332582,7379394",2.0
"332582,7386000",2.0
"332582,7391622",2.0
"332582,7396026",2.0
"332583,7395361",1.0
"332584,7378748",5.0
"332584,7382135",2.0
"332584,7395911",5.0
"332584,7397565",4.0
"332585,7395511",2.0
"332585,7399991",2.0
"332586,7385226",4.0
"332586,7394890",2.0
"332586,7395357",3.0
"332587,7394813",2.0
"332587,7395509",2.0
"332587,7397446",1.0
"332587,7397822",29.0
"332588,7379993",8.0
"332588,7384623",5.0
"332588,7384640",2.0
"332588,7385279",2.0
"332588,7390121",2.0
"332588,7394484",2.0
"332588,7394787",4.0
"332588,7397214",7.0
"332588,7402398",6.0
"332589,7384413",2.0
"332589,7392026",3.0
"332589,7396970",4.0
"332590,7385460",1.0
"332590,7385461",3.0
"332590,7391657",1.0
"332590,7391931",1.0
"332590,7395224",1.0
"332590,7396987",2.0
"332591,7391652",2.0
"332591,7394161",2.0
"332592,7383880",2.0
"332592,7391167",1.0
"332592,7394964",2.0
"332592,7395330",1.0
"332592,7395352",1.0
"332593,7384766",1.0
"332593,7389038",3.0
"332593,7393840",2.0
"332593,7394705",1.0
"332593,7395150",3.0
"332593,7395221",7.0
"332594,7380456",8.0
"332594,7385099",4.0
"332594,7385108",1.0
"332594,7391619",2.0
"332594,7394687",1.0
"332594,7395198",1.0
"332594,7396304",2.0
"332595,7385070",4.0
"332595,7395023",2.0
"332595,7395492",8.0
"332595,7396222",1.0
"332595,7410716",2.0
"332596,7385049",39.0
"332596,7389136",4.0
"332596,7396140",1.0
"332597,7384329",1.0
"332597,7389641",6.0
"332597,7394997",2.0
"332598,7375780",1.0
"332598,7383941",1.0
"332598,7391854",80.0
"332598,7393423",2.0
"332598,7394815",2.0
"332598,7394853",2.0
"332598,7395628",2.0
"332599,7380676",1.0
"332599,7391701",2.0
"332599,7391710",2.0
"332599,7392040",1.0
"332599,7395133",2.0
"332599,7396169",14.0
"332599,7396654",1.0
"332599,7397365",6.0
"332599,7400226",2.0
"332600,7391901",2.0
"332600,7393344",1.0
"332600,7401316",4.0
"332601,7375775",1.0
"332601,7384848",1.0
"332601,7388925",4.0
"332601,7391873",2.0
"332601,7393622",1.0
"332601,7393872",1.0
"332601,7395032",2.0
"332601,7397391",2.0
"332601,7397466",2.0
"332602,7383940",5.0
"332602,7384257",3.0
"332602,7395344",2.0
"332603,7358074",6.0
"332603,7394502",2.0
"332604,7383955",11.0
"332604,7384914",2.0
"332604,7385049",4.0
"332604,7391695",4.0
"332604,7391765",1.0
"332604,7394863",2.0
"332604,7396146",5.0
"332604,7397373",4.0
"332605,7391782",2.0
"332606,7378508",2.0
"332606,7389281",2.0
"332606,7390120",4.0
"332606,7395188",6.0
"332606,7396074",1.0
"332606,7396168",2.0
"332606,7397738",4.0
"332607,7394289",5.0
"332607,7400702",6.0
"332608,7389892",3.0
"332608,7391823",2.0
"332608,7391836",2.0
"332608,7393377",1.0
"332608,7396230",2.0
"332609,7390925",6.0
"332609,7393390",1.0
"332610,7357495",10.0
"332611,7384470",3.0
"332611,7390125",1.0
"332611,7394399",2.0
"332611,7395206",2.0
"332612,7383955",2.0
"332612,7384194",3.0
"332612,7384655",1.0
"332612,7391017",1.0
"332612,7392034",2.0
"332612,7394047",1.0
"332612,7394124",2.0
"332612,7397590",2.0
"332613,7395050",2.0
"332613,7413936",9.0
"332614,7396737",2.0
"332614,7400201",1.0
"332614,7400220",3.0
"332615,7378950",6.0
"332615,7394218",1.0
"332615,7394772",2.0
"332615,7396222",2.0
"332616,7390074",1.0
"332616,7391186",4.0
"332617,7391173",2.0
"332617,7391419",2.0
"332617,7393471",1.0
"332617,7395632",2.0
"332617,7396732",2.0
"332618,7391915",3.0
"332618,7397175",4.0
"332619,7391175",4.0
"332619,7395200",2.0
"332619,7399792",1.0
"332620,7389201",7.0
"332620,7394964",2.0
"332620,7402953",1.0
"332621,7378649",3.0
"332621,7384891",2.0
"332621,7384899",2.0
"332622,7385348",2.0
"332622,7387216",1.0
"332622,7389058",10.0
"332622,7391212",7.0
"332622,7393899",6.0
"332622,7394859",2.0
"332622,7400207",4.0
"332623,7380668",2.0
"332623,7389156",1.0
"332623,7395154",1.0
"332624,7389210",15.0
"332624,7389862",2.0
"332624,7391320",1.0
"332624,7396045",1.0
"332624,7397169",6.0
"332625,7396015",1.0
"332626,7385096",4.0
"332626,7391019",3.0
"332627,7385077",1.0
"332627,7385079",2.0
"332627,7385602",4.0
"332627,7387586",4.0
"332627,7388272",2.0
"332627,7389207",6.0
"332627,7394942",2.0
"332628,7392097",1.0
"332629,7375742",6.0
"332629,7395776",1.0
"332629,7396627",2.0
"332630,7389478",10.0
"332630,7393927",6.0
"332630,7401200",6.0
"332630,7404450",2.0
"332631,7378178",3.0
"332631,7387374",4.0
"332631,7392109",4.0
"332632,7378181",1.0
"332632,7389566",15.0
"332633,7383942",1.0
"332633,7385109",82.0
"332633,7391981",5.0
"332633,7395317",2.0
"332633,7396866",2.0
"332634,7396776",2.0
"332634,7398231",1.0
"332635,7395175",2.0
"332636,7395059",6.0
"332637,7387301",6.0
"332637,7392131",2.0
"332637,7395719",3.0
"332637,7396698",2.0
"332638,7390247",23.0
"332638,7393591",2.0
"332638,7399502",2.0
"332639,7390267",2.0
"332640,7378100",1.0
"332640,7386874",6.0
"332640,7394148",7.0
"332641,7379877",4.0
"332641,7391059",2.0
"332641,7393589",5.0
"332641,7393924",25.0
"332642,7397133",2.0
"332642,7414097",5.0
"332643,7392602",2.0
"332643,7394175",1.0
"332643,7394773",1.0
"332644,7387583",2.0
"332644,7390677",2.0
"332644,7394937",5.0
"332644,7399807",7.0
"332645,7389531",5.0
"332646,7389564",4.0
"332646,7389706",7.0
"332646,7394496",1.0
"332646,7400655",4.0
"332647,7392692",2.0
"332647,7394141",2.0
"332647,7395760",5.0
"332647,7396013",4.0
"332648,7388052",2.0
"332648,7394532",1.0
"332649,7379599",1.0
"332649,7385423",6.0
"332649,7386862",2.0
"332649,7392130",2.0
"332650,7389290",1.0
"332650,7395342",2.0
"332651,7389265",5.0
"332652,7386238",50.0
"332652,7390272",1.0
"332652,7391500",2.0
"332653,7386987",2.0
"332653,7390883",2.0
"332653,7392737",2.0
"332653,7395278",7.0
"332654,7382968",2.0
"332655,7387108",1.0
"332655,7387782",1.0
"332655,7390704",1.0
"332655,7400873",8.0
"332656,7389795",1.0
"332656,7392218",13.0
"332656,7395276",2.0
"332656,7396181",10.0
"332656,7403884",5.0
"332657,7392028",2.0
"332657,7393950",2.0
"332657,7395298",4.0
"332657,7396324",1.0
"332658,7384081",8.0
"332658,7390826",7.0
"332658,7392404",1.0
"332659,7392611",1.0
"332660,7389705",9.0
"332660,7392092",8.0
"332661,7379924",6.0
"332661,7388202",4.0
"332661,7391027",3.0
"332661,7392304",11.0
"332661,7395963",2.0
"332662,7383932",163.0
"332662,7390276",16.0
"332662,7392498",1.0
"332662,7396057",4.0
"332663,7379154",3.0
"332663,7380974",1.0
"332663,7384799",2.0
"332663,7385727",6.0
"332663,7402786",7.0
"332664,7392122",32.0
"332664,7394546",2.0
"332664,7395681",2.0
"332664,7400039",4.0
"332665,7380492",1.0
"332665,7386892",3.0
"332666,7390155",9.0
"332666,7390689",6.0
"332666,7393677",4.0
"332666,7394693",53.0
"332667,7384949",3.0
"332667,7395147",1.0
"332667,7396678",2.0
"332668,7390879",3.0
"332668,7391290",2.0
"332668,7392283",1.0
"332668,7395666",4.0
"332668,7397750",1.0
"332669,7392551",1.0
"332669,7395380",7.0
"332670,7389702",1.0
"332670,7395381",4.0
"332670,7400765",3.0
"332671,7389418",2.0
"332671,7390078",1.0
"332671,7394958",2.0
"332671,7397045",4.0
"332672,7390240",25.0
"332672,7392638",1.0
"332672,7392863",10.0
"332672,7394212",3.0
"332672,7395263",2.0
"332672,7395961",3.0
"332673,7385431",1.0
"332673,7385717",2.0
"332673,7388411",8.0
"332673,7390281",2.0
"332673,7391553",2.0
"332673,7394360",2.0
"332673,7395153",4.0
"332673,7395960",1.0
"332674,7381121",10.0
"332674,7386134",1.0
"332674,7391446",3.0
"332675,7395972",2.0
"332675,7396648",2.0
"332676,7392548",36.0
"332676,7392878",4.0
"332676,7402301",3.0
"332677,7388359",9.0
"332678,7387549",7.0
"332678,7395587",1.0
"332678,7397273",2.0
"332678,7397548",6.0
"332679,7390283",1.0
"332679,7390402",5.0
"332679,7391254",2.0
"332679,7392478",2.0
"332679,7392482",2.0
"332679,7392902",1.0
"332679,7395257",2.0
"332679,7395936",2.0
"332679,7396205",2.0
"332680,7379418",1.0
"332680,7388381",2.0
"332680,7392464",2.0
"332681,7385451",2.0
"332681,7392452",1.0
"332681,7395008",2.0
"332682,7383617",6.0
"332682,7392217",6.0
"332682,7392915",1.0
"332682,7394801",1.0
"332682,7395148",8.0
"332682,7401185",2.0
"332683,7382091",2.0
"332683,7383581",1.0
"332683,7390285",1.0
"332683,7392483",4.0
"332683,7393666",3.0
"332683,7395137",2.0
"332683,7400076",3.0
"332684,7392239",1.0
"332684,7392420",1.0
"332684,7394979",2.0
"332684,7395148",2.0
"332684,7396654",2.0
"332685,7389158",2.0
"332685,7400430",1.0
"332686,7377975",2.0
"332686,7383355",11.0
"332686,7384903",8.0
"332686,7392392",3.0
"332686,7393782",2.0
"332687,7392263",2.0
"332687,7392418",6.0
"332687,7395606",1.0
"332688,7383261",2.0
"332688,7391463",4.0
"332688,7392517",4.0
"332688,7392945",2.0
"332688,7395130",1.0
"332689,7358037",1.0
"332689,7386424",1.0
"332689,7393777",1.0
"332689,7395130",2.0
"332689,7395150",1.0
"332689,7396300",2.0
"332689,7397269",4.0
"332690,7392335",1.0
"332690,7392339",2.0
"332690,7395248",2.0
"332691,7395131",1.0
"332691,7395920",3.0
"332692,7389215",4.0
"332693,7393752",13.0
"332693,7395268",2.0
"332693,7402941",2.0
"332694,7385599",2.0
"332694,7393602",2.0
"332694,7397022",3.0
"332694,7401621",2.0
"332694,7417849",2.0
"332695,7387551",1.0
"332695,7390862",1.0
"332695,7392841",5.0
"332695,7394057",5.0
"332695,7394459",1.0
"332695,7395589",2.0
"332695,7397285",5.0
"332696,7389285",2.0
"332696,7390375",4.0
